2023/4/26,16:00,3245
2023/4/26,17:00,3201
2023/4/26,18:00,3210
2023/4/26,19:00,3122
2023/4/26,20:00,2984
2023/4/26,21:00,2826
2023/4/26,22:00,2689
2023/4/26,23:00,2532
2023/4/27,0:00,2348
2023/4/27,1:00,2248
2023/4/27,2:00,2248
2023/4/27,3:00,2290
2023/4/27,4:00,2325
2023/4/27,5:00,2347
2023/4/27,6:00,2417
2023/4/27,7:00,2539
2023/4/27,8:00,2801
2023/4/27,9:00,3055
2023/4/27,10:00,3148
2023/4/27,11:00,3173
2023/4/27,12:00,3048
2023/4/27,13:00,3099
2023/4/27,14:00,3038
2023/4/27,15:00,2991
2023/4/27,16:00,2999
2023/4/27,17:00,2964
2023/4/27,18:00,3012
2023/4/27,19:00,2982
2023/4/27,20:00,2867
2023/4/27,21:00,2719
2023/4/27,22:00,2587
2023/4/27,23:00,2445
2023/4/28,0:00,2276
2023/4/28,1:00,2181
2023/4/28,2:00,2182
2023/4/28,3:00,2225
2023/4/28,4:00,2251
2023/4/28,5:00,2252
2023/4/28,6:00,2330
2023/4/28,7:00,2497
2023/4/28,8:00,2776
2023/4/28,9:00,2994
2023/4/28,10:00,3083
2023/4/28,11:00,3127
2023/4/28,12:00,3016
2023/4/28,13:00,3065
2023/4/28,14:00,3030
2023/4/28,15:00,2995
2023/4/28,16:00,2949
2023/4/28,17:00,2875
2023/4/28,18:00,2922
2023/4/28,19:00,2884
2023/4/28,20:00,2754
2023/4/28,21:00,2602
2023/4/28,22:00,2500
2023/4/28,23:00,2374
2023/4/29,0:00,2209
2023/4/29,1:00,2110
2023/4/29,2:00,2101
2023/4/29,3:00,2133
2023/4/29,4:00,2131
2023/4/29,5:00,2070
2023/4/29,6:00,2039
2023/4/29,7:00,2131
2023/4/29,8:00,2319
2023/4/29,9:00,2435
2023/4/29,10:00,2557
2023/4/29,11:00,2638
2023/4/29,12:00,2547
2023/4/29,13:00,2498
2023/4/29,14:00,2481
2023/4/29,15:00,2496
2023/4/29,16:00,2512
2023/4/29,17:00,2555
2023/4/29,18:00,2679
2023/4/29,19:00,2660
2023/4/29,20:00,2579
2023/4/29,21:00,2457
2023/4/29,22:00,2326
2023/4/29,23:00,2235
2023/4/30,0:00,2091
2023/4/30,1:00,2013
2023/4/30,2:00,2016
2023/4/30,3:00,2053
2023/4/30,4:00,2055
2023/4/30,5:00,2042
2023/4/30,6:00,2037
2023/4/30,7:00,2140
2023/4/30,8:00,2317
2023/4/30,9:00,2406
2023/4/30,10:00,2433
2023/4/30,11:00,2427
2023/4/30,12:00,2471
2023/4/30,13:00,2492
2023/4/30,14:00,2463
2023/4/30,15:00,2460
2023/4/30,16:00,2507
2023/4/30,17:00,2571
2023/4/30,18:00,2685
2023/4/30,19:00,2658
2023/4/30,20:00,2566
2023/4/30,21:00,2424
2023/4/30,22:00,2282
2023/4/30,23:00,2178
